id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
665737984357651573,Lovely 1-bedroom apartment with free parking.,20123845,Janna,,Noord-West,52.40915,4.92171,Entire home/apt,130,3,10,2023-02-20,1.36,1,118,10,0363 A7A4 998F 54DE DA73
665743961368269297,Spacious sous-terrain bedroom in Jordaan house,124174193,Ronald,,De Baarsjes - Oud-West,52.37107,4.87473,Private room,150,5,0,,,1,0,0,0363 85D5 BE1D 3818 043F
665764800780828937,Spacy clean appartment in Amsterdam-east,3076848,Sabine,,Oud-Oost,52.35714,4.91759,Entire home/apt,250,3,1,2022-08-07,0.14,1,0,1,03636616764AEB2795BF
665880475923543106,Spacious central apartment + unique windmill view,7935313,Florence,,Centrum-Oost,52.36692,4.92475,Entire home/apt,130,2,1,2022-07-30,0.13,1,0,1,0363 D93A CEEC 947E 63C5
666356842356823603,Spacious place in Amsterdam,43675762,Alexander,,Bijlmer-Centrum,52.31004,4.95207,Entire home/apt,100,5,3,2022-12-17,0.43,1,2,3,0363 C1D1 620B 8D5B 4A55
666362086996470611,[NEW] Modern Luxurious Apartment in 'De Pijp',135625542,Martijn,,De Pijp - Rivierenbuurt,52.35058,4.88821,Entire home/apt,399,5,3,2022-10-15,0.40,1,35,3,0363 29C4 29E5 2052 B6CF
666409425479231580,Mid- century place in the city,1450026,Alexander,,De Baarsjes - Oud-West,52.3693,4.8576073,Entire home/apt,220,2,3,2022-08-21,0.38,1,239,3,0363 FE5C 62B9 9F7C 250F
659154815042625820,8 D - Private apt 38m2 - fully equipped,364305280,Arnold,,De Pijp - Rivierenbuurt,52.34693,4.90983,Entire home/apt,155,1,3,2023-01-02,0.47,16,235,3,0363 78AD 8875 790E 3C05
666439144668477147,Beautiful rooftop apartment near Oosterpark,9770044,Lauriane,,Oud-Oost,52.36388,4.92964,Entire home/apt,250,5,5,2023-01-02,0.67,1,13,5,0363 1CC3 9696 FBAD 34B7
659155409426615865,6F - Private apt 85m2 - fully equipped - roof terr,364305280,Arnold,,De Pijp - Rivierenbuurt,52.34829,4.9099,Entire home/apt,192,7,10,2023-01-28,1.49,16,240,10,0363 78AD 8875 790E 3C05
659156923985848276,6D - Private apt 38m2 - fully equipped,364305280,Arnold,,De Pijp - Rivierenbuurt,52.34693,4.90971,Entire home/apt,139,1,3,2023-02-21,0.47,16,292,3,0363 78AD 8875 790E 3C05
659157967557452249,6B - Private apt 38m2 - fully equipped,364305280,Arnold,,De Pijp - Rivierenbuurt,52.34643,4.90925,Entire home/apt,145,1,4,2022-12-15,0.53,16,288,4,0363 78AD 8875 790E 3C05
653983335749412816,Lovely 90m2 apartment in Amsterdam near centre,146421074,Quinten,,De Baarsjes - Oud-West,52.36741,4.87515,Entire home/apt,356,3,4,2022-12-17,0.67,1,171,4,0363 975D BC1F 89C0 83C8
666549873738661916,High-end boutique studio near city center!,460700360,Elias,,Slotervaart,52.36115,4.84005,Entire home/apt,118,7,19,2023-02-01,2.46,4,143,19,0363 CCF2 9D8A 9B3E F830
666550282691690525,Spacious boutique studio-apt near city center!,460700360,Elias,,Slotervaart,52.36112,4.84029,Entire home/apt,118,7,18,2023-02-11,2.80,4,129,18,0363 CCF2 9D8A 9B3E F830
666702895330407220,Sunny & big apartment well connected to the center,33669295,Clara,,Geuzenveld - Slotermeer,52.37952,4.80135,Entire home/apt,220,3,5,2022-11-01,0.78,1,0,5,0000 0000 00Z2 2205 9838
667119068788258134,New stylish 1bedroom apt w/ 2 balconies in centrum,90312637,Alessio,,Oud-Oost,52.3631323,4.9241969,Entire home/apt,184,4,2,2022-12-28,0.27,1,15,2,0363 A947 FDE9 881E 40E3
667212291104108520,"Cute entire apartment, Amsterdam Center w/ balcony",9625045,Sjoerd,,De Baarsjes - Oud-West,52.36869,4.85998,Entire home/apt,198,5,2,2022-10-04,0.28,1,0,2,0363 1DF4 5A5D 8160 0D38
654046415405853829,Charming and spacious apartment,54347577,Sophie,,De Pijp - Rivierenbuurt,52.35682710799339,4.901838377646493,Entire home/apt,275,3,0,,,1,114,0,0363 96DE 6F1C F3B8 CD82
667268090151130388,Modern Cosy Apartment,30825863,Laurens,,De Pijp - Rivierenbuurt,52.35002,4.90723,Entire home/apt,235,3,4,2022-12-29,0.72,1,4,4,0363 7CC1 1D42 153D 5DC5
659223111507286010,Beautiful boho apartment with garden & 2 balconies,26588608,Crissy,,Slotervaart,52.3648989,4.8381122,Entire home/apt,189,1,5,2023-01-02,0.68,1,3,5,036331D1FBB599D8252A
654180068764366234,New apartment near Amsterdam city centre,15218986,Marijn,,Noord-Oost,52.3977,4.93341,Entire home/apt,101,1,37,2023-03-01,4.32,2,0,37,0359GH752G76B3D122KM
667396850154229076,Lovely 2 bedroom in Amsterdam,13271177,Janneke,,Zuid,52.3517891,4.8776264,Entire home/apt,285,4,1,2022-10-23,0.22,1,27,1,0363 164A EACE 3687 6965
659273083479610772,Charming 1-bedroom condo in the heart of the city,324873771,Melis,,De Pijp - Rivierenbuurt,52.3431091,4.9074099,Entire home/apt,311,2,2,2022-10-01,0.33,1,20,2,0363 8863 A9F6 C3D3 8AAC
667880019508638666,Renovated 1 BD Apartment De Pijp,9701582,Fenna,,De Pijp - Rivierenbuurt,52.35202,4.89804,Entire home/apt,229,3,5,2023-03-09,0.83,1,10,5,0363 6CF8 2A1A E3D8 153E
654302835462723146,Recently renovated appartement in Amsterdam,24728726,Gijs,,De Pijp - Rivierenbuurt,52.35165,4.89428,Entire home/apt,153,3,10,2023-02-11,1.19,1,27,10,0363 B9D2 BE61 3862 6886
667981056224983399,Central 2-bedroom apartment w stunning canal views,39786885,Trent,,Centrum-Oost,52.36824799999999,4.896591799999999,Entire home/apt,585,3,9,2023-02-18,1.42,1,37,9,0363 6821 9455 2468 0350
654855099379984104,Stylish canal loft,233479007,Sebastiaan,,Centrum-Oost,52.36238,4.89656,Entire home/apt,185,3,6,2022-12-28,0.79,1,96,6,0363FEBF809BAEFE59CE
659321596048999939,Pittoreske Tiny cute boat,466562644,Marvin,,Centrum-Oost,52.3690088,4.9184816,Private room,110,3,6,2023-01-01,0.87,1,343,6,03639750DE474457A21B
659390038026418483,Stylish appartment near Vondelpark in Amsterdam,17319999,Barend,,De Baarsjes - Oud-West,52.35949547467375,4.851801283657551,Entire home/apt,250,2,2,2022-11-19,0.31,1,225,2,03639B8FFBD187B67DF7
668073726750345406,Stylish 2 bedroom apartment with terrace,54978192,Hakan,,Watergraafsmeer,52.35235133590872,4.9328142650817774,Entire home/apt,449,3,4,2023-01-08,0.62,1,159,4,0363 2425 236A 4FF6 AAB2
659417359233358305,Mooi appartement in Amsterdam-Oost,218557633,Rifka,,Oostelijk Havengebied - Indische Buurt,52.3675,4.955,Entire home/apt,200,2,5,2022-10-01,0.66,1,141,5,036331ECDC0B8B12B516
659809513483479138,★★★ NEW: FAMILY-FRIENDLY APARTMENT + GARDEN ★★★,5793896,Evelyne,,Buitenveldert - Zuidas,52.32982,4.85696,Entire home/apt,189,3,15,2023-02-28,1.98,1,210,15,0363D5CED0EC4D540D3E
654890743576991709,Fijn cozy appartement in Amsterdam,26248536,Tessel,,Bos en Lommer,52.37945209999999,4.8480497,Entire home/apt,206,2,6,2022-09-26,0.82,1,70,6,03637A8FA21B3C794350
668075131269646919,Fantastisch appartement aan de gracht,5063639,Florian,,Centrum-West,52.37398,4.87781,Entire home/apt,750,3,9,2023-01-01,1.14,1,68,9,0363 493D C46F F597 5DB9
660023972144677914,Appartamento con terrazzo vicino al centro,9560777,Simona,,Oud-Oost,52.36413,4.92956,Entire home/apt,250,2,1,2022-10-23,0.22,2,7,1,0363 7475 925B C31E D046
668126678636859818,Bright and cozy 85m2 flat Amsterdam West,51667708,Suzan,,Bos en Lommer,52.3777595,4.860345,Entire home/apt,220,5,2,2022-08-20,0.28,1,8,2,036397CC5429F00B5348
654895461257131623,Bright apartment with balcony & parkview - de Pijp,170365225,François,,De Pijp - Rivierenbuurt,52.35418769917648,4.899286441504955,Entire home/apt,340,3,10,2022-10-23,1.67,1,73,10,0363 B3F7 2BB2 EBDE A6EB
668191300944761035,Ground floor apt -  2bedroom & garden in West,18055669,Floor,,De Baarsjes - Oud-West,52.36192,4.85273,Entire home/apt,314,3,3,2022-10-17,0.51,1,0,3,0363 2C77 713B F12F EC92
654918546695168927,Appartment with garden in the center A'dam,11619276,Ninette,,Bos en Lommer,52.3796,4.85294,Entire home/apt,175,3,5,2023-01-14,0.65,1,0,5,0363 9DCD B727 636D 6F54
660048717737648258,Woonboot in Amsterdam,466748199,Tanja,,Zuid,52.3410832963117,4.847626392088538,Entire home/apt,350,3,0,,,1,0,0,0363 0B01 3BCB 9640 FCE4
668473085024613390,Great house with patio near the Vondelpark,9490111,Anne,,De Baarsjes - Oud-West,52.3581434,4.8603225,Entire home/apt,439,4,5,2023-01-05,0.72,1,0,5,0363 F1E3 CE24 A636 D61A
660070855927056560,Modern 1 bedroom apartment with balcony,30187607,Khalid,,De Baarsjes - Oud-West,52.36143,4.85784,Entire home/apt,300,1,0,,,1,64,0,0363 F267 7EDF 996F B80A
668594895940517197,Beautiful spacious apartment with roofterrace,24836583,Oscar,,De Baarsjes - Oud-West,52.36386,4.86663,Entire home/apt,600,3,1,2022-08-17,0.15,1,362,1,0363 8C55 5764 99A2 2504
660577560760890684,Beautiful Canal View Loft - City Center Jordaan,284011461,Els,,Centrum-West,52.37362953561371,4.881418788505219,Entire home/apt,295,2,7,2022-10-11,0.85,1,7,7,036312050D2DBF95F93F
660596556993494866,Fantastic houseboat in floating community,6055140,Joost And Reem,,Oud-Noord,52.39366,4.90787,Entire home/apt,280,4,5,2022-12-30,0.65,1,16,5,0363 081E FED0 98F5 FBA8
660693838325086277,Appartement in Stadsdeel West,9656553,Ricardo,,De Baarsjes - Oud-West,52.36249000000001,4.8564606,Entire home/apt,200,1,2,2022-07-30,0.26,1,49,2,0363CC0212A48AF4FE87
660816073853225956,Monumental apartment next to Westerpark,76724924,Gijs,,Westerpark,52.39019,4.87285,Entire home/apt,267,3,7,2022-10-21,0.86,1,252,7,036314ECABCCBC39B03E
660886318157036778,Modern apartment with balcony in lovely area,465594008,Hiske,,De Baarsjes - Oud-West,52.3659,4.86125,Entire home/apt,399,2,4,2022-10-16,0.71,1,1,4,0363 B54F ECF3 47E9 85E7
655404635619825904,Nice studio groundfloor,250801198,Carla,,Bos en Lommer,52.38162,4.85667,Entire home/apt,125,3,0,,,1,31,0,0363 E687 86E3 1A6D 82CB
655445262678639209,"Gezellig, licht en modern appartement in Amsterdam",465661718,Marieke,,Watergraafsmeer,52.35085,4.94265,Entire home/apt,174,2,6,2023-02-13,0.72,1,1,6,0363 B0A8 6F31 5A9A 2F23
668684715651125076,"Roof-terrace apartment, quiet street, trendy area",415788364,Daisy,,Oostelijk Havengebied - Indische Buurt,52.3652173,4.9330669,Entire home/apt,260,2,8,2023-01-05,1.15,1,0,8,0363 FF80 CEBF 84BA 7A0F
655487281495652314,Appartement in Amsterdam,465669483,Lars,,Oud-Noord,52.38798,4.90263,Entire home/apt,190,10,1,2022-08-18,0.15,1,341,1,0363 3EF6 D81C 7C30 4E2D
660969611444290163,Ruime Moderne Villa met beveiligde parkeerterrein,70362796,Zen,,De Aker - Nieuw Sloten,52.34494,4.7914,Entire home/apt,695,1,2,2023-01-01,0.33,1,133,2,0363 DF1D 3926 8548 F359
661284465848600599,Beautiful studio near NDSM with little garden,3694517,Marijke,,Noord-West,52.41125,4.89559,Private room,110,4,6,2022-12-31,0.96,1,19,6,0363 9DC1 B3B1 62B6 3EE6
661456832273121884,Luxury stay - 125m2 appartement Museumquarter,30789047,Kelly,,De Baarsjes - Oud-West,52.3623933,4.8744979,Entire home/apt,685,2,8,2022-10-02,1.08,1,0,8,0363 83AA F0E4 DC9A 7D8A
661581385065964230,Stunning apartment w/ private roof terrace.,462392932,Rutger,,De Baarsjes - Oud-West,52.37011,4.86017,Entire home/apt,325,3,4,2022-10-17,0.54,1,347,4,0363 B1C8 0D44 9F5E 0F44
662263526104012136,Luxurious appartement in Amsterdam Houthavens,467274776,Elisah En Oscar,,Westerpark,52.39334,4.87903,Entire home/apt,600,3,0,,,1,0,0,0363 8194 826F E7D9 8971
668689845729292518,★ NEW ★ STYLISH & BRIGHT APARTMENT ★ A+ LOCATION ★,46691672,Eva & Kobe,,De Baarsjes - Oud-West,52.3675670837336,4.8745740865813065,Entire home/apt,200,3,5,2022-08-30,0.68,9,14,5,0363 D1C9 65A9 77C2 9F47
668702658764732572,Stylish and Spacious Apartment in De Pijp,468871281,Adriaan,,De Pijp - Rivierenbuurt,52.35478,4.89892,Entire home/apt,160,4,1,2022-08-16,0.14,1,1,1,0363 F946 B58E EC37 9F49
669018365984645474,Beautiful Boho Loft with Roof Terrace in de Pijp,8989767,Kristin,,De Pijp - Rivierenbuurt,52.35605,4.90211,Entire home/apt,259,5,5,2022-12-05,0.91,1,29,5,0363 7636 536F 892D 2418
669119223985158714,Spacious & luxury apartment in Amsterdam center,17241555,Vincent,,Centrum-West,52.37312,4.88535,Entire home/apt,295,3,1,2022-11-28,0.29,1,70,1,03632196A3e0A69153D3
662367445067543825,Lovely luxury apartment in the centre of Amsterdam,363784422,Isabelle,,De Baarsjes - Oud-West,52.36576,4.87745,Entire home/apt,400,4,5,2022-10-30,0.80,1,256,5,03630122BA5F2E6E0C26
662631802251785028,Gezinswoning in hip Amsterdam Noord met dakterras,13490222,Lisette,,Noord-West,52.4193,4.89943,Entire home/apt,300,3,6,2023-01-07,0.84,1,161,6,0363 CAA5 8540 52C8 8ACE
669227419269514272,Great location spacious apartment!,469017427,Patrick,,Centrum-West,52.37109,4.87552,Entire home/apt,263,2,2,2023-01-15,0.45,1,72,2,0363 2C51 AE81 9D49 480E
662946968429832635,Sunny and quite  apartment near city centre,11037301,Robert,,Bos en Lommer,52.37864676250841,4.85364781111449,Entire home/apt,189,2,3,2022-10-24,0.46,1,0,3,0363 C78B 248D E76D EF20
662952144664281415,Spacious family house in beautiful street,11580532,Benjamin,,Oud-Noord,52.39213,4.92693,Entire home/apt,225,10,0,,,1,221,0,0363 354F 257D B7C7 343B
655593993360992939,"Lovely 4 bedroom apartment
Amsterdam free parking",416639283,Floris,,Noord-Oost,52.3890549,4.9613505,Entire home/apt,170,1,9,2022-08-27,1.14,1,132,9,0363 953F 97B3 4051 334B
669255804872083039,Heerlijk licht en ruim appartement dichtbij de RAI,27690840,Joost,,De Pijp - Rivierenbuurt,52.34461,4.88992,Entire home/apt,169,2,2,2022-08-11,0.28,1,23,2,0363 2938 B8CB 27A9 7B2F
655605533136325547,Lovely & spacious apartment in the center of AMS,121551163,Maurice,,Centrum-Oost,52.371667290675674,4.923274107277393,Entire home/apt,196,3,1,2022-12-30,0.43,1,69,1,0363 2C8C 16BE 34F4 5826
662964036554033545,Modern apartment in Amsterdam with city view,22834024,Lauren,,Bos en Lommer,52.3781007,4.8572019,Entire home/apt,250,7,7,2022-09-11,0.92,1,16,7,0363 128C DC76 8316 B6EA
663026071811863453,Light and green apartment in Jordaan area,4868632,Lara,,Centrum-West,52.38134,4.88463,Entire home/apt,260,2,2,2022-09-12,0.28,1,70,2,0363 B43D 0883 59E8 45E4
663409545262364365,Apartment in Amsterdam,46931135,Fabiana,,Zuid,52.35082,4.88609,Entire home/apt,240,7,4,2022-11-05,0.56,1,250,4,0363 FEF7 C7E4 0D77 6150
669341899336365163,Charming open apartment ideal for young families,57909603,Tessa,,Buitenveldert - Zuidas,52.3284501,4.8577919,Entire home/apt,285,3,3,2022-09-30,0.52,1,52,3,0363 2BB8 B03C B9C4 30AD
663474363687708650,Woning in Amsterdam,33969932,Loretta & Thomas,,Centrum-West,52.37214,4.87711,Entire home/apt,256,3,9,2023-01-09,1.44,1,88,9,0363 A1FC D384 5F34 0C70
663489484853913997,Modern apartment next to johancruijf arena,467559137,Fred,,Bijlmer-Centrum,52.30676,4.95436,Entire home/apt,121,1,0,,,1,121,0,0363 C1E7 F5D0 8978 235D
655727640969957940,Awesome 2 Bed/ 2 Bath in Pijp. with best rooftop,654322,Lauren,,De Pijp - Rivierenbuurt,52.349779777757725,4.888610732530344,Entire home/apt,450,7,1,2022-07-31,0.13,1,66,1,0363 2F56 A0D8 218E 30B5
669514607007210234,Newly renovated apartment with great terrace,469100658,Resident Moose,,Centrum-West,52.369498,4.879725,Private room,346,2,20,2023-03-04,3.24,1,190,20,03630AC3973678EOA319
656194378256001268,Modern appartement middenin het centrum/Vondelpark,60803561,Denise,,Centrum-Oost,52.36232284318257,4.887049533426762,Entire home/apt,150,3,5,2022-12-29,0.62,1,0,5,0363 C475 9714 1D57 9BC4
663576371084606525,Sunny apartment with rooftop,41385289,Stijn,,De Pijp - Rivierenbuurt,52.34727,4.907324,Entire home/apt,150,3,1,2022-07-30,0.13,1,0,1,0363 DACF 67C0 BAE7 90EF
669569466975631958,Kleurijk en ruim appartement in Amsterdam West,73208138,Roos,,De Baarsjes - Oud-West,52.37186,4.86033,Entire home/apt,250,1,1,2023-01-01,0.43,1,252,1,0363 DED6 218B 04C3 29F7
663694394566036760,Gezellig rijtjeshuis in Amsterdam Zuidoost,443885530,Asli,,Gaasperdam - Driemond,52.29261,4.97174,Entire home/apt,300,4,5,2022-08-22,0.63,1,0,5,0363 5536 7F25 C91A F426
663718460156759717,Romantic home in the heart of Amsterdam,467631242,Midas,,Centrum-West,52.37315,4.88988,Entire home/apt,191,1,2,2022-08-11,0.28,1,0,2,0363 76B0 5F01 A8CE FB20
656222143862971193,Amazing apartment canal view and private terrace!,39308954,Ernst,,Centrum-West,52.3724219,4.882609299999999,Entire home/apt,542,2,6,2023-01-04,0.87,1,246,6,0363 BE9D 81B8 53B5 4C65
669935869297971816,Unique houseboat in quiet Amsterdam water village,29218823,Mark,,Oud-Noord,52.401449175612115,4.902026130688473,Entire home/apt,150,3,5,2022-12-28,1.08,1,3,5,0363 143A AD8E 9CCA 7B40
670016269709233932,Cannabis Friendly - The Lux Apartment first floor,429206111,Marcel,,Centrum-Oost,52.3649685,4.8806111,Entire home/apt,332,7,13,2022-12-10,1.79,9,262,13,Exempt
656237814580854015,Bright modern apartment - near city center,15218986,Marijn,,Noord-Oost,52.39794,4.93221,Entire home/apt,134,1,27,2023-03-01,3.27,2,0,27,0893BB654F51C4A129EF
663721172665750028,Ruime woning met parkeerplek,467632183,Marije,,Oud-Noord,52.3989235,4.9043318,Entire home/apt,350,3,3,2022-10-23,0.43,1,5,3,0363 3462 E699 F3F1 7F37
670024967961047067,CannabisFriendly - The Lux Apartment second floor,429206111,Marcel,,Centrum-Oost,52.36478760000001,4.8803342,Entire home/apt,289,7,23,2023-02-20,3.11,9,331,23,Exempt
670028550922245274,Cannabis Friendly - The Lux Apartment third floor,429206111,Marcel,,Centrum-Oost,52.36478760000001,4.8803342,Entire home/apt,270,7,25,2023-02-23,3.29,9,329,25,Exempt
670084644471762900,Ruim & rustig gezins-appartement vlakbij centrum,65123278,Anna,,De Baarsjes - Oud-West,52.36915,4.86217,Entire home/apt,295,3,6,2023-02-21,0.81,1,0,6,0363 DC35 211A D48A 3090
663739786582688729,Explore Amsterdam as a local near Vondelpark!,37230683,Olivier,,Zuid,52.35588,4.85231,Entire home/apt,250,2,4,2022-10-15,0.62,1,0,4,0363 BD34 E20A D848 C752
670242143873998946,Appartment at Vondelpark with 30m2 rooftop terrace,36331902,Maurits,,Zuid,52.35153,4.84884,Entire home/apt,255,3,5,2023-01-07,0.67,1,0,5,0363 A82A 13DE 26D6 3E46
670256930418621294,FREESTANDING HOUSE - GREEN OASIS IN AMSTERDAM,9228494,Jord & Fanneke,,Noord-West,52.41422,4.89227,Entire home/apt,400,5,2,2022-08-26,0.29,1,74,2,0363 7A05 D0AA 9FF4 2AFE
663752343213845248,HOME AWAY FROM HOME,9936645,Thom,,Bos en Lommer,52.3788,4.8473,Entire home/apt,120,3,1,2022-07-29,0.13,1,0,1,0363 3685 7372 18DC 5548
656252772411531864,Charming apartment with garden in Amsterdam South,12229508,E&K,,De Pijp - Rivierenbuurt,52.343126185854786,4.896814450621605,Entire home/apt,350,5,4,2022-08-28,0.49,1,52,4,0363 162B E60D 9BCB 9FB8
670278268382793049,Mooi appartement aan water nabij Vondelpark,219380247,Martijn,,Zuid,52.3512983,4.8461285,Entire home/apt,254,2,1,2022-08-06,0.14,1,220,1,0363 F00B 1521 CAC8 07A5
656264564452336100,Stylish city apartment with roof terrace!,465843289,Riccardo,,De Pijp - Rivierenbuurt,52.35077,4.88853,Entire home/apt,240,2,6,2022-08-04,0.76,1,71,6,0363A47BC6A37A9033E6
663782075135061729,Familiehuis met tuin aan het water in Amsterdam,2329053,Boris,,IJburg - Zeeburgereiland,52.34808,5.00373,Entire home/apt,180,5,2,2022-08-05,0.26,1,0,2,0363 CF95 092B 8DC6 47B4
670621083107045282,Apartment in A’dam with free indoor parkingspot,397714796,Vivienne,,De Pijp - Rivierenbuurt,52.349912727444334,4.887253046035767,Entire home/apt,321,3,3,2022-10-29,0.50,1,135,3,0363 2B7C 4A7B 4678 60F3
663790562803307024,"Hoekwoning, rustige buurt met tuin, vlakbij NDSM",361375098,Marieke,,Noord-West,52.41607,4.87628,Entire home/apt,185,4,4,2023-01-02,0.55,1,127,4,0363 DC8B 3A63 F64C 3E1D
656290337550629960,Light Bohemian Apartment in Museum & Arts District,47343541,Sarah,,Zuid,52.34681,4.87437,Entire home/apt,150,3,2,2022-08-19,0.26,1,0,2,03630ED409ACCF3B5282
656305460674540584,Ruim familiehuis A'dam met gratis parkeerplek,26011434,Linda,,IJburg - Zeeburgereiland,52.3550419,5.0010495,Entire home/apt,259,4,1,2022-08-03,0.14,1,23,1,0363 6E45 3F5A 630F 8F4C
670650888965078013,Family flat in Amsterdam's popular area De Pijp,28862715,Izhar,,De Pijp - Rivierenbuurt,52.35579,4.88939,Entire home/apt,245,5,5,2023-01-04,0.67,1,1,5,0363 4E0E F228 E1C9 8131
656331618313852790,Epic apartment with garden close to Vondelpark,16562955,Maroesjka,,Zuid,52.354114188932485,4.853638596832752,Entire home/apt,206,2,2,2022-11-13,0.48,1,64,2,0363 A1E7 B28A 6CC1 FC38
664104520521304566,Prachtig appartement in Amsterdam- West,128519694,Aron,,Bos en Lommer,52.38448,4.85018,Entire home/apt,120,1,4,2022-09-25,0.51,1,0,4,0363 38E8 C502 CA97 2557
670702304218582586,Apartment in Amsterdam,469399694,Stiven,,Westerpark,52.3945,4.87886,Entire home/apt,175,5,3,2022-11-19,0.39,1,0,3,0363 E907 55F8 43A7 64AF
664217000436892010,"Stylish, newly renovated apartment in Amsterdam",23148875,Lieke,,De Baarsjes - Oud-West,52.36479,4.85294,Entire home/apt,150,3,4,2022-10-20,0.52,1,30,4,0363 B536 284D 91C5 2171
664359429386875861,5* Luxury Spa suite / Steam-Sauna & jacuzzi,467786621,Tim,,Centrum-Oost,52.3653959,4.8817661,Entire home/apt,282,1,33,2023-03-03,4.65,2,305,33,03637DE00F40E9841B18
656401880250077715,Cozy apartment in de pijp,186967003,Hui,,De Pijp - Rivierenbuurt,52.356072,4.8979753,Entire home/apt,128,3,1,2023-01-28,0.71,1,73,1,0363 F445 59A2 FC2D 5C47
656411620862616177,High-end boutique apartment near city center!,460700360,Elias,,Slotervaart,52.36196,4.84211,Entire home/apt,175,7,2,2023-01-04,0.51,4,26,2,0363 CCF2 9D8A 9B3E F830
670756766247072405,Newly renovated apartment with spacious garden,35500757,Nick,,Bos en Lommer,52.3807,4.8526,Entire home/apt,247,5,7,2022-12-31,1.05,1,21,7,0363 8831 0F2F 2003 A3B2
656899743321745511,Central B&B Apartment in Amsterdam,465979256,Felice Giovanni,,Centrum-West,52.3762843,4.8938122,Entire home/apt,194,1,12,2023-02-07,1.42,1,39,12,Exempt
670897479972458235,"Cosy by Mandy, een gezellige B&B op toplocatie",127948209,Mandy,,Centrum-Oost,52.3635029,4.884829400000001,Private room,95,2,44,2023-03-05,6.06,1,269,44,0363 BDCB 75B5 4267 9669
656950958992599807,Stunning loft with roof terrace in city center AMS,52390138,Anouk,,Centrum-West,52.38024,4.8967,Entire home/apt,354,4,13,2023-01-12,1.56,1,15,13,0363 F310 D671 E25A DBC4
664400697814540383,Topstudio in mooiste straat van Amsterdam,349156992,Esther,,Centrum-Oost,52.3674866,4.911400299999999,Entire home/apt,195,3,5,2022-08-27,0.64,1,118,5,0363 3C9E 2BA3 A5D1 B18A
664502919319964936,Waterfront apartment with gardenhouse & big garden,82920775,Sjors,,De Baarsjes - Oud-West,52.3634206,4.8543407,Entire home/apt,225,3,4,2023-01-01,0.59,1,0,4,0363 E44A 513A 377B 9AEC
670989644826715509,Modern apartment in Amsterdam with balcony,35446894,Fauve,,De Baarsjes - Oud-West,52.3717235901547,4.848376102745533,Entire home/apt,300,2,3,2022-10-23,0.50,1,159,3,0363 30AA C4E6 4AF9 D65E
664519312388718290,A great place to stay,166529846,Ocres,,Zuid,52.35449556552918,4.874688668721818,Entire home/apt,900,1,0,,,3,365,0,Exempt
656972501753289247,"Modern, bright apartment for cat lovers!",465992213,Dennis,,Bos en Lommer,52.38467,4.85499,Entire home/apt,120,4,1,2022-07-19,0.13,1,53,1,0363 30EF 3CD6 5453 07B4
671024188064510346,Lovely apartment with a view of the park!,34195658,Randy,,Oostelijk Havengebied - Indische Buurt,52.3624,4.94476,Entire home/apt,220,2,5,2022-10-09,0.72,1,317,5,0363 5BE6 A92B F7AB 0052
656976287044244211,Sunny Apartment with a balcony close to Jordaan,48267410,Guillaume,,Westerpark,52.37764,4.87313,Entire home/apt,200,2,4,2023-02-26,0.92,1,27,4,0363 1EE3 B874 3A27 552C
664524867088583537,Nice apartment,166529846,Ocres,,Centrum-West,52.37197,4.89686,Entire home/apt,999,1,0,,,3,365,0,Exempt
664525005328736240,The apartment is newly renovated,166529846,Ocres,,Centrum-Oost,52.3618041944325,4.89851027090294,Entire home/apt,999,1,0,,,3,365,0,Exempt
671411495555870083,"3 Bedroom Family House, centrally located",10867286,Fedde,,Westerpark,52.3738176,4.8734613,Entire home/apt,229,2,4,2023-01-22,0.58,1,38,4,0363 A680 705C BCA9 1CC6
664538756986273255,Geweldige duurzame eco woonark op unieke plek!,7647768,Marloes,,Oud-Noord,52.39394,4.90587,Entire home/apt,250,3,1,2022-08-15,0.14,1,0,1,0363 468D A0A1 6595 5E39
657085626133204971,Charming spacious appartment + roof terrace:125 m2,80535649,Willem,,De Baarsjes - Oud-West,52.365377,4.8738973,Entire home/apt,490,2,5,2022-08-28,0.64,1,69,5,0363 ABF6 FCDA 63D2 7787
671484050019694539,Stylish ground floor apartment with garden,469594182,Laura,,De Pijp - Rivierenbuurt,52.34353,4.90851,Entire home/apt,329,3,0,,,1,40,0,0363 5FAD 936F 5D48 EEEB
657094882121783399,Luxury Canal View Appartment 2bedroom OrangeBnB,32420023,Yulya,,Centrum-West,52.37236,4.9004,Entire home/apt,392,1,5,2023-01-02,0.59,3,105,5,PALA 9987 FB66 31AQ ROLO
671511276630269242,"Zonnige 70m2 flat, Amsterdam-West met balkon & kat",43843893,Laurence,,Bos en Lommer,52.3787258,4.8411111,Entire home/apt,199,6,3,2022-08-28,0.41,1,215,3,0363 E55B 4E2D 1583 39F7
657104557770588290,Charming 2 bedroom apartment in vibrant Jordaan,245652610,Yannick,,Centrum-West,52.3725339,4.8820267,Entire home/apt,586,3,9,2023-02-19,1.12,1,162,9,0363 F5A9 DE69 73ED 49FF
664743681699789573,Amsterdamer Apartment,113344510,Frank,,Slotervaart,52.35448,4.82613,Private room,50,4,3,2022-10-31,0.55,1,35,3,0363 C824 CAC6 57DD F382
